address,description,lat,lng,photos,url,title
8624 Palermo Way,"Holiday Friends…this home in McKinney is absolutely stunning! We love sharing beautiful displays and this one is a can’t miss! 

https://www.facebook.com/profile.php?id=100085575492060&mibextid=9R9pXO

https://dallas.culturemap.com/news/entertainment/great-christmas-light-fight-mckinney/

8624 Palermo Way, McKinney, TX

https://www.facebook.com/profile.php?id=100085575492060&mibextid=LQQJ4d

https://dallas.culturemap.com/news/entertainment/great-christmas-light-fight-mckinney/",32.73226099216,-97.504459483318,,https://www.google.com/maps/place/8624+Palermo+Way/data=!4m2!3m1!1s0x864c159f7540973d:0x526a3856ce9cb565,8624 Palermo Way
6819 Fallbrook Ct,"Best I’ve seen 
https://www.facebook.com/share/v/1Aaq4ALmxB/?mibextid=K35XfP",32.770869553463,-97.210705823862,,https://www.google.com/maps/place/6819+Fallbrook+Ct/data=!4m2!3m1!1s0x864dd5c8a01e4501:0x55a21253795cafe6,6819 Fallbrook Ct
1100 Pine Ridge Rd,https://www.facebook.com/share/14khhKz5ex/?mibextid=LQQJ4d,33.008158878893,-97.229669809914,,https://www.google.com/maps/place/1100+Pine+Ridge+Rd/data=!4m2!3m1!1s0x864dd056e51433cb:0x1e43ea3d31ecfd32,1100 Pine Ridge Rd
Mach Christmas Display,"TX theme display featuring 40+cities. Mach Christmas Display. Type our name into GPS to find us. Worth the drive to Ennis, TX.

https://www.facebook.com/share/1USh187zFk/?mibextid=LQQJ4d


https://www.facebook.com/share/p/18ewfjRXnN/?mibextid=K35XfP",32.749904,-97.330339,,https://www.google.com/maps/place/Mach+Christmas+Display/data=!4m2!3m1!1s0x864ed148ab769269:0x4233d62890c5a87e,Mach Christmas Display
3809 Hazelhurst Dr,"Our display is open and ready for visitors. We will be closed on Monday the 9th. Follow our page for weekend character events, including Bluey, The Grinch, frozen, and of course, Santa..

Our family will be airing on a brand new Hallmark+ TV show called “Ready, Set, ￼Glow” on 12/12. Episode one. 

Burkman Holiday Home
3809 Hazelhurst Dr., Frisco, TX 75036

https://www.facebook.com/share/p/15GExJMhwb/?mibextid=WC7FNe",33.026112161123,-97.332592330562,,https://www.google.com/maps/place/3809+Hazelhurst+Dr/data=!4m2!3m1!1s0x864c39ffbd8887e7:0xd93530f3b48f48d2,3809 Hazelhurst Dr
7312 Bursey Rd S,https://m.facebook.com/groups/130270078565730/permalink/931905665068830/?comment_id=931962485063148&mibextid=S66gvF,32.892041021442,-97.225021206413,,https://www.google.com/maps/place/7312+Bursey+Rd+S/data=!4m2!3m1!1s0x864dd6361496ba25:0xe196470133b35503,7312 Bursey Rd S
14594 Turnbridge Dr,"Got my first year display up and running. Sun-Thurs 6PM-9PM and Fri-Sat 6PM-10PM. 

14594 Turnbridge Dr. Frisco, TX. 75035

https://youtu.be/tTzskP9xtm0?feature=shared",32.998949514236,-96.808440492865,,https://www.google.com/maps/place/14594+Turnbridge+Dr/data=!4m2!3m1!1s0x864c1629e0e896cd:0x22b20169fc56ac38,14594 Turnbridge Dr
6301 Tucker's Pl,"https://m.facebook.com/groups/130270078565730/permalink/729463008646431/?mibextid=fNONUu

Christmas is Alive.. come see 30,000 Ligts dancing to music, tune in to 98.5FM and listen from your car or just grab a chair and take a load off.. running daily 630-10pm 6301 Tuckers Place Rowlett (Please note lights will be off Dec 9-12th)..",32.916432778778,-96.580841353434,,https://www.google.com/maps/place/6301+Tucker's+Pl/data=!4m2!3m1!1s0x864c1d52889f38e9:0x43c6940008f7d8b8,6301 Tucker's Pl
5016 Keating St,https://www.tellfamilylights.com/location,32.910090947016,-97.275534494443,,https://www.google.com/maps/place/5016+Keating+St/data=!4m2!3m1!1s0x864dd82d7ae5f8e1:0xe5b8d31080cb967e,5016 Keating St
3905 Drew Ln,"Want something to do tonight?  Come by! Beat the weekend rain and come see us. 🎄 🎅 
3905 Drew ln
Arlington
* we will have snow on the 25th throughout the day 
* snow tonight and tomorrow  (12/28 and 12/29)",32.734366505283,-97.226815520426,,https://www.google.com/maps/place/3905+Drew+Ln/data=!4m2!3m1!1s0x864e63659581fe67:0x743f377b854c86a4,3905 Drew Ln
"Harvest Hill by D.R. Horton, America's Builder",,32.749904,-97.330339,,"https://www.google.com/maps/place/Harvest+Hill+by+D.R.+Horton,+America's+Builder/data=!4m2!3m1!1s0x864db5a8e132166d:0x6b2f3dffce98c34d","Harvest Hill by D.R. Horton, America's Builder"
1600 Wagon Wheel Dr,"The Movie House in Allen!!!!!!!

1600 Wagon Wheel Drive
Allen, TX",32.679089997178,-96.797103850858,,https://www.google.com/maps/place/1600+Wagon+Wheel+Dr/data=!4m2!3m1!1s0x864c10d8d1d9e211:0x8c2d2c324d1688d0,1600 Wagon Wheel Dr
Luverne Dr,"Photo ops and a 33’ Santa on Luverne Dr. in Wylie, Tx. It will be set up nightly from 5:30pm-9pm. (33’ Santa is on all day) Feel free to take pics with all the photo ops we have on display.

******Some items may not be out if it is too windy, raining or if rain is expected.******

Merry Christmas Y’all!!! 🎅🎄🧸🎁",32.857068494361,-97.504299975701,,https://www.google.com/maps/place/Luverne+Dr/data=!4m2!3m1!1s0x864c04c4bec2cb87:0x28cc7a4cf102b3d9,Luverne Dr
Holiday Lights at Loy Park,https://texomaconnect.com/event/grayson-county-holiday-lights/2023-12-18/,32.903136984866,-97.273841182363,,https://www.google.com/maps/place/Holiday+Lights+at+Loy+Park/data=!4m2!3m1!1s0x864c8feeddf6e53d:0x1b097dc92dc49710,Holiday Lights at Loy Park
Santa's Country Christmas,"Anyone have any info on the drive through lights in Seagoville?

Brandon Tyler $30 a car.....well worth it!",32.749904,-97.330339,,https://www.google.com/maps/place/Santa's+Country+Christmas/data=!4m2!3m1!1s0x864eb152e68d0785:0x435d39ae2b322e54,Santa's Country Christmas
Western Heritage Furniture & Design Center,The Design Center,32.757684,-97.762784,,https://www.google.com/maps/place/Western+Heritage+Furniture+%26+Design+Center/data=!4m2!3m1!1s0x864e018d318fed37:0x76a06e1644d2c9b6,Western Heritage Furniture & Design Center
Vitruvian Park,Vitruvian Park in Addison is free with tons of trees lit up!,32.93546,-96.84976,,https://www.google.com/maps/place/Vitruvian+Park/data=!4m2!3m1!1s0x864c27274e7e5593:0x6b56409273ab3e2e,Vitruvian Park
Daystar,"https://christmas.daystar.com

definitely Daystar! It’s free and so pretty! They also have a little coffee shop. 🥰

https://www.tiktok.com/t/ZT8mtKSjV/",32.77288520605,-96.831681666352,,https://www.google.com/maps/place/Daystar/data=!4m2!3m1!1s0x864e7feee100b329:0xcf8466156c01164,Daystar
11949 Carlin Dr,If you’re in West Fort Worth check out The Live Oak Creek neighborhood! Not a single dark street! Bonus points to the home owners who lit up the sidewalk for a quick run thru! 🌲 ❄️🎅🏽,32.773218826751,-97.532424739344,,https://www.google.com/maps/place/11949+Carlin+Dr/data=!4m2!3m1!1s0x864e09508438586f:0x1e60950b5a769b40,11949 Carlin Dr
1535 Fort Worth Hwy,Design center in Weatherford,32.765766179077,-96.844486606351,,https://www.google.com/maps/place/1535+Fort+Worth+Hwy/data=!4m2!3m1!1s0x864e018d3c8b157d:0x155b0f82e835b224,1535 Fort Worth Hwy
3739 Verlaine Dr,"Our little train house in Carrollton - 3739 Verlaine Dr 75007

4 tracks going - 8-10pm nightly",32.73226099216,-97.504459483318,,https://www.google.com/maps/place/3739+Verlaine+Dr/data=!4m2!3m1!1s0x864c245219b9c1d9:0x831b4a10bae48c82,3739 Verlaine Dr
1002 Keller Pkwy,"Keller Christmas lists 2023 · TRAILTROOPER
https://maps.app.goo.gl/vhMvPyEUm9QW2StY9?g_st=i",32.933757627818,-97.228696084222,,https://www.google.com/maps/place/1002+Keller+Pkwy/data=!4m2!3m1!1s0x864dd7193d015b3b:0xcb4430d508d6cab6,1002 Keller Pkwy
218 Falcon Cir,"https://bit.ly/4abDnkD

📸 Look at this post on Facebook https://docs.google.com/forms/d/e/1FAIpQLSclh6na3mg7jZyUintM_IQ6rrnOWKqSSvF8uXm4b4ypnWrRdw/viewform?

This is awesome. I added all the individual houses to a google maps list as well

Keller Christmas lists 2023 ·
https://maps.app.goo.gl/vhMvPyEUm9QW2StY9?g_st=i",32.812431036445,-96.938160331541,,https://www.google.com/maps/place/218+Falcon+Cir/data=!4m2!3m1!1s0x864dd6ef404f89d3:0x2bfe181ec9722907,218 Falcon Cir
1100 Bear Creek Pkwy,,32.852021550433,-97.069117276399,,https://www.google.com/maps/place/1100+Bear+Creek+Pkwy/data=!4m2!3m1!1s0x864dd71c7a152d61:0x2f1b353f90fbe8f,1100 Bear Creek Pkwy
6300 Tucker's Pl,we run a light show to music nightly... 6300 Tuckers place Rowlett,32.916789795084,-96.580558149609,,https://www.google.com/maps/place/6300+Tucker's+Pl/data=!4m2!3m1!1s0x864c1d52eaaf0b89:0xe3c2eae5415b08c1,6300 Tucker's Pl
8944 Manana St,"Be prepared to be dazzled by the Black Family Lights Spectacular.  The  show uses color changing pixel and projection mapping to spread our love for Christmas. We run every night from 6 PM to 10 PM. 

8944 Manana St Fort Worth TX 76244￼",32.903407007877,-97.273496769962,,https://www.google.com/maps/place/8944+Manana+St/data=!4m2!3m1!1s0x864dd82fa85c118b:0xda0c8f1b2dd2b6db,8944 Manana St
Loy Lake Park,Denison Loy Lake park has a free drive threw display,32.749989807024,-97.339096435969,,https://www.google.com/maps/place/Loy+Lake+Park/data=!4m2!3m1!1s0x864c8f5d323357f7:0x8adfe9a508fa533,Loy Lake Park
1915 Everglade Ct,The house next to whaley Methodist church in Gainesville..I think it's called lights on everglade..its all choreographed to music..my grandkids luv it🌲❤,32.880805604104,-97.193183008206,,https://www.google.com/maps/place/1915+Everglade+Ct/data=!4m2!3m1!1s0x864d004cf11c0cd7:0x713e88d42a1f0575,1915 Everglade Ct
401 Line Dr,,32.73226099216,-97.504459483318,,https://www.google.com/maps/place/401+Line+Dr/data=!4m2!3m1!1s0x864d0044b672d9d1:0x69f1532e989c45b1,401 Line Dr
9408 Liberty Rd,There's a place on Liberty road in Aubrey/ Krugerville that has a show at his house.(I haven't been there this year though.,32.942122145691,-96.532449593653,,https://www.google.com/maps/place/9408+Liberty+Rd/data=!4m2!3m1!1s0x864c49da6d65f857:0x4bcfad06d385c163,9408 Liberty Rd
2800 Frontier Dr,,32.772373742318,-97.128594996002,,https://www.google.com/maps/place/2800+Frontier+Dr/data=!4m2!3m1!1s0x864dcb39dad34d49:0xf401dadf6e3bab12,2800 Frontier Dr
3325 Sombrero Dr,,32.90068150633,-96.872185998071,,https://www.google.com/maps/place/3325+Sombrero+Dr/data=!4m2!3m1!1s0x864dcb39dcfef953:0xe9c3293dea82e1f9,3325 Sombrero Dr
Summit Peak,,32.753098005314,-97.341181015289,,https://www.google.com/maps/place/Summit+Peak/data=!4m2!3m1!1s0x864c2df3d3f66c71:0x7a9e04df86fe8229,Summit Peak
1288 Winnipeg Dr,"Which route has the house with the 10+ minute song/lights with the house next door that says ""ditto➡️""?",32.600243963581,-97.395990447791,,https://www.google.com/maps/place/1288+Winnipeg+Dr/data=!4m2!3m1!1s0x864c2df4b59a511d:0x86e7933a62bf5e0f,1288 Winnipeg Dr
115 Creekside Dr,,32.82610199313,-97.076623005363,,https://www.google.com/maps/place/115+Creekside+Dr/data=!4m2!3m1!1s0x864db3ccb98592c1:0x4f45bd30f5c439dc,115 Creekside Dr
10273 Terrace Rd,,32.732188307497,-97.506577459389,,https://www.google.com/maps/place/10273+Terrace+Rd/data=!4m2!3m1!1s0x864db31bd93500c7:0xc52b87598a1ebf7b,10273 Terrace Rd
1068 James Ct,"We’re in Allen, but we have a Lightshow in progress. Should be finished by mid December!",32.753052994494,-97.468177493414,,https://www.google.com/maps/place/1068+James+Ct/data=!4m2!3m1!1s0x864c1717b64bdfd3:0x7eebf9386e8f6961,1068 James Ct
6409 Fitzgerald Dr,▶️ Watch this reel https://www.facebook.com/reel/372306855253354?fs=e&s=TIeQ9V&mibextid=3iQHzw,32.85557391827,-97.404635480921,,https://www.google.com/maps/place/6409+Fitzgerald+Dr/data=!4m2!3m1!1s0x864c1a1fef29e83b:0x26adc981f31a5dc8,6409 Fitzgerald Dr
4916 Saucer Dr,,32.833899447151,-97.274802167562,,https://www.google.com/maps/place/4916+Saucer+Dr/data=!4m2!3m1!1s0x864e778ff5145de1:0x21e8bbf8f9a55f63,4916 Saucer Dr
2 Rushing Meadow Ct,https://m.facebook.com/groups/130270078565730/permalink/337403437852392/?mibextid=fNONUu,32.749904,-97.330339,,https://www.google.com/maps/place/2+Rushing+Meadow+Ct/data=!4m2!3m1!1s0x864e6349d7365ba5:0xba87e8560efac456,2 Rushing Meadow Ct
6300 Diamond Loch Dr,"Diamond Loch

Check out Diamond Loch Christmas Lights Display https://yelp.to/kOEvaOMgJY",32.82455930887,-97.248981466102,,https://www.google.com/maps/place/6300+Diamond+Loch+Dr/data=!4m2!3m1!1s0x864e7834abf0b20d:0x209d3743d9d12533,6300 Diamond Loch Dr
2425 S Polaris St,"The Loy Lake Holiday lights in Denison is FREE and fun for the whole family!! 

🎄Drive through light experience 
🎁 Over 90 light displays
🗓 More than a 20 year tradition
🎅 Free admission - Donations accepted
🕘 Open daily sunset to 10pm in December 

Loy Lake Holiday Lights 
📍2425 S Polaris St, Denison, TX 75020

#frugalfriscomom #denisontx",32.825944691305,-97.311962240387,,https://www.google.com/maps/place/2425+S+Polaris+St/data=!4m2!3m1!1s0x864c8f679d29969d:0x95ee0d77135fd7ee,2425 S Polaris St
1729 Sawtooth Oak Trail,https://fortworth.culturemap.com/news/entertainment/ward-drones-christmas-light-fight/,32.90384303448,-97.241721058843,,https://www.google.com/maps/place/1729+Sawtooth+Oak+Trail/data=!4m2!3m1!1s0x864dd7a2c532e2cf:0x2fbcb1c7f2145909,1729 Sawtooth Oak Trail
4521 Wisdom Way,"Texas rangers

Any Texas Rangers Fans in here? 2023 Worlds Series Champs,  this is a tribute i did for them! Was kind of last minute, but pretty happy with the way it came out!


https://youtu.be/uoSwfN8y-ds?si=wPGpu06hQZraPpCa",32.836787557619,-97.277673472314,,https://www.google.com/maps/place/4521+Wisdom+Way/data=!4m2!3m1!1s0x864e7791b41f90a1:0xa66fa815c7d964d4,4521 Wisdom Way
Windsor Ct,,32.722264503931,-97.344307968088,,https://www.google.com/maps/place/Windsor+Ct/data=!4m2!3m1!1s0x864e79ccbb4a6273:0x846d0b2e950caac,Windsor Ct
Bryan Farm Rd,,32.743455002896,-97.325041493087,,https://www.google.com/maps/place/Bryan+Farm+Rd/data=!4m2!3m1!1s0x8653b711dad69e01:0x473b39fc36ff9df,Bryan Farm Rd
3901 Pitchfork Ln,,32.749904,-97.330339,,https://www.google.com/maps/place/3901+Pitchfork+Ln/data=!4m2!3m1!1s0x864dd3c6c5904307:0xb3357dadb8efb1be,3901 Pitchfork Ln
14333 Meadowland Cir,,32.992155814074,-97.456246985801,,https://www.google.com/maps/place/14333+Meadowland+Cir/data=!4m2!3m1!1s0x864de79e3a451b17:0x644eb6fc62df487,14333 Meadowland Cir
35 Wellington Oaks Cir,Denton’s famous Frenchy house!,32.578358943304,-96.858903949705,,https://www.google.com/maps/place/35+Wellington+Oaks+Cir/data=!4m2!3m1!1s0x864dcb74f3a46a49:0xf4d606b9a26cfa4b,35 Wellington Oaks Cir
Diamond Loch Christmas Lights Display,,32.824621,-97.248216,,https://www.google.com/maps/place/Diamond+Loch+Christmas+Lights+Display/data=!4m2!3m1!1s0x864e7835bc5ae0d3:0xc1e37f4e280ad8bb,Diamond Loch Christmas Lights Display
8705 Honeysuckle Dr,"Show is now live -
8705 Honeysuckle Dr.
Lantana, TX 76226
FM 88.9  5:30-10:30 PM

This year we added interactive bracelets that work with the show.
Pick them up for free at The Touring Chocolatier
https://touringchocolatier.com/
8356 Thompson Rd
Justin, TX 76247
(Just a little west of I-35 on 407, Address says Justin but it really next to Northlake)",32.643512085455,-96.774029835625,,https://www.google.com/maps/place/8705+Honeysuckle+Dr/data=!4m2!3m1!1s0x864dcd107ede2be5:0xc596269e553a58dc,8705 Honeysuckle Dr
3908 Waterfront Ct,,32.874965881144,-97.443967984472,,https://www.google.com/maps/place/3908+Waterfront+Ct/data=!4m2!3m1!1s0x864c333ef4def929:0xbfe297ca85bdf05b,3908 Waterfront Ct
3906 Waterfront Ct,,32.874965881144,-97.443967984472,,https://www.google.com/maps/place/3906+Waterfront+Ct/data=!4m2!3m1!1s0x864c333e59f909bf:0xddb06f69c1fd9673,3906 Waterfront Ct
3808 Lake Cove Court,,32.621206867321,-97.375034534919,,https://www.google.com/maps/place/3808+Lake+Cove+Court/data=!4m2!3m1!1s0x864c333f6cbb4231:0x13ab60e4b03f1e87,3808 Lake Cove Court
2101 Pinnell Ct,,32.73226099216,-97.504459483318,,https://www.google.com/maps/place/2101+Pinnell+Ct/data=!4m2!3m1!1s0x864c3338a1a89355:0xe3ea12941f032a38,2101 Pinnell Ct
2205 High Pointe Dr,,32.787153531907,-96.65868735968,,https://www.google.com/maps/place/2205+High+Pointe+Dr/data=!4m2!3m1!1s0x864c3346bf91f2cf:0xc10833c6e4b41aef,2205 High Pointe Dr
1802 Creek Bend Dr,,32.870396893877,-97.272214925509,,https://www.google.com/maps/place/1802+Creek+Bend+Dr/data=!4m2!3m1!1s0x864c3479c8b32d3d:0x7d22a7c630a841cc,1802 Creek Bend Dr
4312 Winnetka Rd,,32.73226099216,-97.504459483318,,https://www.google.com/maps/place/4312+Winnetka+Rd/data=!4m2!3m1!1s0x864c33858673413d:0xac34720f57af6a92,4312 Winnetka Rd
115 Oakwood Ln,,32.735910603579,-97.140460909943,,https://www.google.com/maps/place/115+Oakwood+Ln/data=!4m2!3m1!1s0x864c33a08599a64f:0x5705a6fe69fecbe2,115 Oakwood Ln
119 Magnolia Ln,,32.759369833098,-97.415652442216,,https://www.google.com/maps/place/119+Magnolia+Ln/data=!4m2!3m1!1s0x864c33a05d394ae7:0xad2b32b1e6840cce,119 Magnolia Ln
3329 Estacado Dr,,32.826587493916,-96.686945518799,,https://www.google.com/maps/place/3329+Estacado+Dr/data=!4m2!3m1!1s0x864dcb3766cbc39d:0xca67d0ea77cca5a3,3329 Estacado Dr
1413 Oxford Ln,,32.786289943748,-96.647505311597,,https://www.google.com/maps/place/1413+Oxford+Ln/data=!4m2!3m1!1s0x864db55ccd42494b:0x167d6de6eb367e49,1413 Oxford Ln
2902 Croydon St,,32.641403005757,-97.281246007085,,https://www.google.com/maps/place/2902+Croydon+St/data=!4m2!3m1!1s0x864db55dc87a47c9:0xf4e6041dbdcd7dfc,2902 Croydon St
2313 Hollyhill Ln,,32.869924421156,-97.079601888584,,https://www.google.com/maps/place/2313+Hollyhill+Ln/data=!4m2!3m1!1s0x864dcb23c06c27df:0x74e35836dc66825f,2313 Hollyhill Ln
1805 Marseilles Ln,,32.749904,-97.330339,,https://www.google.com/maps/place/1805+Marseilles+Ln/data=!4m2!3m1!1s0x864c34a14386285b:0x8189ff5e275b1c9,1805 Marseilles Ln
337 Bluewood Ln,,32.661743289439,-96.826834330336,,https://www.google.com/maps/place/337+Bluewood+Ln/data=!4m2!3m1!1s0x864c338f229d606f:0x2d10d4793eb26faa,337 Bluewood Ln
9813 Havenway Dr,,32.853845505907,-97.242218524796,,https://www.google.com/maps/place/9813+Havenway+Dr/data=!4m2!3m1!1s0x864dceaef29632f7:0x8e32d3e72f7c12b8,9813 Havenway Dr
1207 Primrose Ln,,32.613197692104,-96.89967255621,,https://www.google.com/maps/place/1207+Primrose+Ln/data=!4m2!3m1!1s0x864dca7440208519:0x9412a8627cd05c0,1207 Primrose Ln
1304 Val Verde Ct,,32.631344491444,-97.372859999245,,https://www.google.com/maps/place/1304+Val+Verde+Ct/data=!4m2!3m1!1s0x864dcb616f31d775:0x93ad43354e917251,1304 Val Verde Ct
1300 Angelina Bend Dr,,32.946538102323,-97.29416591455,,https://www.google.com/maps/place/1300+Angelina+Bend+Dr/data=!4m2!3m1!1s0x864dcae0c82ea3a5:0x2cf87276c504ad49,1300 Angelina Bend Dr
2200 W University Dr,,32.738535339374,-97.361477949964,,https://www.google.com/maps/place/2200+W+University+Dr/data=!4m2!3m1!1s0x864dca0ae7c53b29:0xe9fc90ac3c0619f3,2200 W University Dr
3816 Granada Trail,,32.842054058596,-96.795481536191,,https://www.google.com/maps/place/3816+Granada+Trail/data=!4m2!3m1!1s0x864dcb6c21199cc1:0xfa84e47d8eff5f78,3816 Granada Trail
1800 Creek Bend Dr,,32.870396893877,-97.272214925509,,https://www.google.com/maps/place/1800+Creek+Bend+Dr/data=!4m2!3m1!1s0x864c3479c5d04eff:0x635c10f5d500594f,1800 Creek Bend Dr
314 Magnolia St,,32.730477204146,-97.324068980116,,https://www.google.com/maps/place/314+Magnolia+St/data=!4m2!3m1!1s0x864db578a527e01b:0xc8e405fde7587f0c,314 Magnolia St
